YEAR,COUNTRY,SEX,Numeric
2000,JOR,FMLE,29.1
2005,JOR,FMLE,29.2
2007,JOR,FMLE,29.2
1986,KAZ,FMLE,25.6
1988,KAZ,FMLE,25.7
1995,KAZ,FMLE,25.8
1997,KAZ,FMLE,25.8
2002,KAZ,FMLE,25.9
2004,KAZ,FMLE,26.2
2006,KAZ,FMLE,26.5
1983,KEN,FMLE,21
1985,KEN,FMLE,21.2
1992,KEN,FMLE,21.8
1994,KEN,FMLE,22
1999,KEN,FMLE,22.4
2001,KEN,FMLE,22.5
2003,KEN,FMLE,22.7
1980,KIR,FMLE,25.8
1982,KIR,FMLE,26.1
1989,KIR,FMLE,27.1
1991,KIR,FMLE,27.5
1998,KIR,FMLE,29.1
2000,KIR,FMLE,29.6
2005,KIR,FMLE,30.7
2007,KIR,FMLE,31.1
1986,KWT,FMLE,28.5
1988,KWT,FMLE,28.6
1995,KWT,FMLE,29.4
1997,KWT,FMLE,29.7
2002,KWT,FMLE,30.3
2004,KWT,FMLE,30.6
1983,KGZ,FMLE,25.3
1985,KGZ,FMLE,25.4
1992,KGZ,FMLE,25.5
1994,KGZ,FMLE,25.4
1999,KGZ,FMLE,25.2
2001,KGZ,FMLE,25.3
1980,LAO,FMLE,19.6
1982,LAO,FMLE,19.8
1989,LAO,FMLE,20.3
1991,LAO,FMLE,20.4
1996,LAO,FMLE,20.8
1998,LAO,FMLE,21
2005,LAO,FMLE,21.7
2007,LAO,FMLE,21.9
1986,LVA,FMLE,25.4
1988,LVA,FMLE,25.4
1993,LVA,FMLE,25.2
1995,LVA,FMLE,25.1
2002,LVA,FMLE,25.2
2004,LVA,FMLE,25.3
1983,LBN,FMLE,24.5
1985,LBN,FMLE,24.7
1990,LBN,FMLE,25.2
1992,LBN,FMLE,25.5
1999,LBN,FMLE,26.5
2001,LBN,FMLE,26.7
1980,LSO,FMLE,25.1
1982,LSO,FMLE,25.3
1987,LSO,FMLE,25.5
1989,LSO,FMLE,25.6
1996,LSO,FMLE,25.9
1998,LSO,FMLE,26.1
2005,LSO,FMLE,26.5
2007,LSO,FMLE,26.7
1984,LBR,FMLE,21.7
1986,LBR,FMLE,21.8
1988,LBR,FMLE,22
1993,LBR,FMLE,22
1995,LBR,FMLE,22.1
2002,LBR,FMLE,22.7
2004,LBR,FMLE,22.8
1981,LBY,FMLE,26.9
1983,LBY,FMLE,27.1
1985,LBY,FMLE,27.2
1990,LBY,FMLE,27.5
1992,LBY,FMLE,27.7
1999,LBY,FMLE,28.2
2001,LBY,FMLE,28.4
2006,LBY,FMLE,29
1980,LTU,FMLE,27
1982,LTU,FMLE,26.8
1987,LTU,FMLE,26.5
1989,LTU,FMLE,26.4
1996,LTU,FMLE,25.7
1998,LTU,FMLE,25.6
2005,LTU,FMLE,26
2007,LTU,FMLE,26.1
1984,LUX,FMLE,24.4
1986,LUX,FMLE,24.5
1993,LUX,FMLE,25.1
1995,LUX,FMLE,25.3
2002,LUX,FMLE,25.7
2004,LUX,FMLE,25.9
1981,MKD,FMLE,25.4
1983,MKD,FMLE,25.4
1990,MKD,FMLE,25.3
1992,MKD,FMLE,25.2
1999,MKD,FMLE,25.1
2001,MKD,FMLE,25.1
2006,MKD,FMLE,25.3
1980,MDG,FMLE,20.2
1987,MDG,FMLE,20.3
1989,MDG,FMLE,20.4
1996,MDG,FMLE,20.5
1998,MDG,FMLE,20.6
2003,MDG,FMLE,20.7
2005,MDG,FMLE,20.7
1984,MWI,FMLE,20.9
1986,MWI,FMLE,21
1993,MWI,FMLE,21.3
1995,MWI,FMLE,21.5
2000,MWI,FMLE,22
2002,MWI,FMLE,22.2
1981,MYS,FMLE,22.3
1983,MYS,FMLE,22.6
1990,MYS,FMLE,23.4
1992,MYS,FMLE,23.6
1997,MYS,FMLE,24.3
1999,MYS,FMLE,24.6
2006,MYS,FMLE,25.2
1980,MDV,FMLE,21.7
1987,MDV,FMLE,23.2
1989,MDV,FMLE,23.5
1985,AFG,MLE,21.3
1986,AFG,MLE,21.3
1987,AFG,MLE,21.3
1988,AFG,MLE,21.3
1989,AFG,MLE,21.2
2002,AFG,MLE,20.6
2003,AFG,MLE,20.6
2004,AFG,MLE,20.6
2005,AFG,MLE,20.6
1991,ALB,MLE,25.1
1992,ALB,MLE,25.1
1993,ALB,MLE,25.1
1994,ALB,MLE,25.1
1980,DZA,MLE,22.2
1981,DZA,MLE,22.3
1982,DZA,MLE,22.4
1983,DZA,MLE,22.4
1996,DZA,MLE,23.4
1997,DZA,MLE,23.5
1998,DZA,MLE,23.6
1999,DZA,MLE,23.7
1985,AND,MLE,25.8
1986,AND,MLE,25.9
1987,AND,MLE,25.9
1988,AND,MLE,26
2002,AND,MLE,27
2003,AND,MLE,27.1
2004,AND,MLE,27.2
2005,AND,MLE,27.3
1990,AGO,MLE,21
1991,AGO,MLE,21.1
1992,AGO,MLE,21.1
1993,AGO,MLE,21.1
1994,AGO,MLE,21.1
2007,AGO,MLE,22.1
1980,ATG,MLE,23.3
1981,ATG,MLE,23.3
1982,ATG,MLE,23.4
1996,ATG,MLE,24.7
1997,ATG,MLE,24.8
1998,ATG,MLE,24.9
1999,ATG,MLE,25
1985,ARG,MLE,25.6
1986,ARG,MLE,25.7
1987,ARG,MLE,25.8
1988,ARG,MLE,25.8
2001,ARG,MLE,27
2002,ARG,MLE,27
2003,ARG,MLE,27.1
2004,ARG,MLE,27.1
1990,ARM,MLE,24.2
1991,ARM,MLE,24.2
1992,ARM,MLE,24.1
1993,ARM,MLE,24
2007,ARM,MLE,25.2
1980,AUS,MLE,24.9
1981,AUS,MLE,24.9
1982,AUS,MLE,25
1995,AUS,MLE,26.3
1996,AUS,MLE,26.4
1997,AUS,MLE,26.5
1998,AUS,MLE,26.5
1999,AUS,MLE,26.6
1984,AUT,MLE,25
1985,AUT,MLE,25
1986,AUT,MLE,25
1987,AUT,MLE,25.1
2001,AUT,MLE,25.9
2002,AUT,MLE,26
2003,AUT,MLE,26
2004,AUT,MLE,26.1
1989,AZE,MLE,24.8
1990,AZE,MLE,24.8
1991,AZE,MLE,24.8
1992,AZE,MLE,24.8
1993,AZE,MLE,24.7
2006,AZE,MLE,25.3
2007,AZE,MLE,25.5
1980,BHS,MLE,24.2
1981,BHS,MLE,24.3
1995,BHS,MLE,25.7
1996,BHS,MLE,25.8
1997,BHS,MLE,25.9
1998,BHS,MLE,26
1984,BHR,MLE,24.4
1985,BHR,MLE,24.5
1986,BHR,MLE,24.6
1987,BHR,MLE,24.7
2000,BHR,MLE,26.6
2001,BHR,MLE,26.8
2002,BHR,MLE,26.9
2003,BHR,MLE,27.1
2004,BHR,MLE,27.2
1989,BGD,MLE,20.2
1990,BGD,MLE,20.2
1991,BGD,MLE,20.2
1992,BGD,MLE,20.1
2006,BGD,MLE,20.4
2007,BGD,MLE,20.4
1980,BRB,MLE,24.4
1981,BRB,MLE,24.4
1994,BRB,MLE,25.2
1995,BRB,MLE,25.2
1996,BRB,MLE,25.3
1997,BRB,MLE,25.4
1998,BRB,MLE,25.5
1983,BLR,MLE,24.9
1984,BLR,MLE,24.9
1985,BLR,MLE,24.9
1986,BLR,MLE,24.9
2000,BLR,MLE,25.3
2001,BLR,MLE,25.3
2002,BLR,MLE,25.4
2003,BLR,MLE,25.5
1989,BEL,MLE,25.4
1990,BEL,MLE,25.5
1991,BEL,MLE,25.5
1992,BEL,MLE,25.6
2005,BEL,MLE,26.5
2006,BEL,MLE,26.6
2007,BEL,MLE,26.7
1980,BLZ,MLE,24.3
1981,BLZ,MLE,24.4
1994,BLZ,MLE,25.4
1995,BLZ,MLE,25.5
1996,BLZ,MLE,25.6
1997,BLZ,MLE,25.7
1983,BEN,MLE,20.9
1984,BEN,MLE,21
1985,BEN,MLE,21
1986,BEN,MLE,21.1
1999,BEN,MLE,21.7
2000,BEN,MLE,21.8
2001,BEN,MLE,21.9
2002,BEN,MLE,22
2003,BEN,MLE,22
1988,BTN,MLE,21.7
1989,BTN,MLE,21.7
1990,BTN,MLE,21.7
1991,BTN,MLE,21.8
2005,BTN,MLE,22.6
2006,BTN,MLE,22.6
2007,BTN,MLE,22.7
1980,BOL,MLE,22.9
1994,BOL,MLE,23.5
1995,BOL,MLE,23.6
1996,BOL,MLE,23.6
1997,BOL,MLE,23.7
1982,BIH,MLE,25.2
1983,BIH,MLE,25.2
1984,BIH,MLE,25.2
1985,BIH,MLE,25.3
1999,BIH,MLE,25.4
2000,BIH,MLE,25.5
2001,BIH,MLE,25.7
2002,BIH,MLE,25.8
1988,BWA,MLE,19.9
1989,BWA,MLE,20
1990,BWA,MLE,20.1
1991,BWA,MLE,20.2
2004,BWA,MLE,21.5
2005,BWA,MLE,21.7
2006,BWA,MLE,21.8
2007,BWA,MLE,22
1980,BRA,MLE,22.6
1993,BRA,MLE,23.9
1994,BRA,MLE,24
1995,BRA,MLE,24.1
1996,BRA,MLE,24.3
1982,BRN,MLE,23.4
1983,BRN,MLE,23.4
1984,BRN,MLE,23.4
1985,BRN,MLE,23.4
1999,BRN,MLE,23.9
2000,BRN,MLE,23.9
2001,BRN,MLE,23.9
2002,BRN,MLE,23.9
1987,BGR,MLE,25.5
1988,BGR,MLE,25.6
1989,BGR,MLE,25.6
1990,BGR,MLE,25.6
2004,BGR,MLE,26.1
2005,BGR,MLE,26.2
2006,BGR,MLE,26.4
2007,BGR,MLE,26.5
1993,BFA,MLE,20.4
1994,BFA,MLE,20.4
1995,BFA,MLE,20.5
1996,BFA,MLE,20.5
1981,BDI,MLE,21.1
1982,BDI,MLE,21.1
1983,BDI,MLE,21.2
1984,BDI,MLE,21.2
1985,BDI,MLE,21.2
1998,BDI,MLE,21.4
1999,BDI,MLE,21.4
2000,BDI,MLE,21.4
2001,BDI,MLE,21.4
1987,KHM,MLE,20.1
1988,KHM,MLE,20.1
1989,KHM,MLE,20.1
1990,KHM,MLE,20.2
2004,KHM,MLE,20.9
2005,KHM,MLE,21
2006,KHM,MLE,21.1
2007,KHM,MLE,21.2
1992,CMR,MLE,22.5
1993,CMR,MLE,22.6
1994,CMR,MLE,22.6
1995,CMR,MLE,22.6
1981,CAN,MLE,25.3
1982,CAN,MLE,25.4
1983,CAN,MLE,25.5
1984,CAN,MLE,25.6
1998,CAN,MLE,26.8
1999,CAN,MLE,26.9
2000,CAN,MLE,27
2001,CAN,MLE,27.1
1986,CPV,MLE,21
1987,CPV,MLE,21.2
1988,CPV,MLE,21.3
1989,CPV,MLE,21.4
1990,CPV,MLE,21.5
2003,CPV,MLE,22.8
2004,CPV,MLE,23
2005,CPV,MLE,23.1
2006,CPV,MLE,23.2
1992,CAF,MLE,20.8
1993,CAF,MLE,20.8
1994,CAF,MLE,20.8
1995,CAF,MLE,20.8
1981,TCD,MLE,20.2
1982,TCD,MLE,20.2
1983,TCD,MLE,20.2
1984,TCD,MLE,20.3
1997,TCD,MLE,20.8
1998,TCD,MLE,20.8
1999,TCD,MLE,20.8
2000,TCD,MLE,20.9
1986,CHL,MLE,24.8
1987,CHL,MLE,24.9
1988,CHL,MLE,24.9
1989,CHL,MLE,25
2003,CHL,MLE,26.5
2004,CHL,MLE,26.6
2005,CHL,MLE,26.7
2006,CHL,MLE,26.8
1991,CHN,MLE,22
1992,CHN,MLE,22
1993,CHN,MLE,22.1
1994,CHN,MLE,22.2
1995,CHN,MLE,22.2
1980,COL,MLE,22.1
1981,COL,MLE,22.2
1982,COL,MLE,22.3
1983,COL,MLE,22.4
1997,COL,MLE,23.9
1998,COL,MLE,24
1999,COL,MLE,24
2000,COL,MLE,24.1
1986,COM,MLE,21.2
1987,COM,MLE,21.2
1988,COM,MLE,21.3
1989,COM,MLE,21.4
2002,COM,MLE,21.9
2003,COM,MLE,21.9
2004,COM,MLE,21.9
2005,COM,MLE,22
1991,COG,MLE,21.1
1992,COG,MLE,21.2
1993,COG,MLE,21.2
1994,COG,MLE,21.2
1980,COD,MLE,20.7
1981,COD,MLE,20.7
1982,COD,MLE,20.7
1983,COD,MLE,20.7
1996,COD,MLE,20.3
1997,COD,MLE,20.2
1998,COD,MLE,20.1
1999,COD,MLE,20.1
2000,COD,MLE,20
1985,COK,MLE,27.4
1986,COK,MLE,27.7
1987,COK,MLE,27.9
1988,COK,MLE,28.1
2002,COK,MLE,31.2
2003,COK,MLE,31.4
2004,COK,MLE,31.7
2005,COK,MLE,31.9
1991,CRI,MLE,24.6
1992,CRI,MLE,24.7
1993,CRI,MLE,24.8
1994,CRI,MLE,24.9
2007,CRI,MLE,26.4
1980,CIV,MLE,21.1
1981,CIV,MLE,21.2
1982,CIV,MLE,21.2
1996,CIV,MLE,21.8
1997,CIV,MLE,21.8
1998,CIV,MLE,21.9
1999,CIV,MLE,22
1985,HRV,MLE,25.3
1986,HRV,MLE,25.3
1987,HRV,MLE,25.4
1988,HRV,MLE,25.4
2001,HRV,MLE,26
2002,HRV,MLE,26.1
2003,HRV,MLE,26.2
2004,HRV,MLE,26.3
2005,HRV,MLE,26.4
1990,CUB,MLE,23.5
1991,CUB,MLE,23.5
1992,CUB,MLE,23.6
1993,CUB,MLE,23.6
2007,CUB,MLE,25.1
1980,CYP,MLE,25.2
1981,CYP,MLE,25.3
1982,CYP,MLE,25.3
1996,CYP,MLE,26.4
1997,CYP,MLE,26.5
1998,CYP,MLE,26.6
1999,CYP,MLE,26.7
1984,CZE,MLE,26.4
1985,CZE,MLE,26.5
1986,CZE,MLE,26.5
1987,CZE,MLE,26.6
2001,CZE,MLE,27.4
2002,CZE,MLE,27.4
2003,CZE,MLE,27.5
2004,CZE,MLE,27.6
1990,DNK,MLE,24.7
1991,DNK,MLE,24.7
1992,DNK,MLE,24.8
1993,DNK,MLE,24.8
2006,DNK,MLE,25.9
2007,DNK,MLE,26
1980,DJI,MLE,21.2
1981,DJI,MLE,21.3
1982,DJI,MLE,21.4
1995,DJI,MLE,22.3
1996,DJI,MLE,22.4
1997,DJI,MLE,22.5
1998,DJI,MLE,22.5
1984,DMA,MLE,22.3
1985,DMA,MLE,22.4
1986,DMA,MLE,22.5
1987,DMA,MLE,22.6
2001,DMA,MLE,24
2002,DMA,MLE,24.1
2003,DMA,MLE,24.2
2004,DMA,MLE,24.3
1989,DOM,MLE,23.4
1990,DOM,MLE,23.4
1991,DOM,MLE,23.5
1992,DOM,MLE,23.5
2006,DOM,MLE,25.1
2007,DOM,MLE,25.3
1980,TLS,MLE,19.9
1981,TLS,MLE,19.9
1995,TLS,MLE,20.4
1996,TLS,MLE,20.5
1997,TLS,MLE,20.6
1998,TLS,MLE,20.7
1983,ECU,MLE,23.9
1984,ECU,MLE,23.9
1985,ECU,MLE,24
1986,ECU,MLE,24
1987,ECU,MLE,24.1
2000,ECU,MLE,25
2001,ECU,MLE,25
2002,ECU,MLE,25.1
2003,ECU,MLE,25.2
1989,EGY,MLE,25
1990,EGY,MLE,25.1
1991,EGY,MLE,25.2
1992,EGY,MLE,25.2
2006,EGY,MLE,26.6
2007,EGY,MLE,26.7
1980,SLV,MLE,23.7
1981,SLV,MLE,23.8
1994,SLV,MLE,24.7
1995,SLV,MLE,24.8
1996,SLV,MLE,24.9
1997,SLV,MLE,25
1983,GNQ,MLE,21.1
1984,GNQ,MLE,21.1
1985,GNQ,MLE,21.1
1986,GNQ,MLE,21.1
2000,GNQ,MLE,22.1
2001,GNQ,MLE,22.3
2002,GNQ,MLE,22.6
2003,GNQ,MLE,22.8
1988,ERI,MLE,20.1
1989,ERI,MLE,20.1
1990,ERI,MLE,20.1
1991,ERI,MLE,20.1
1992,ERI,MLE,20.2
2005,ERI,MLE,20.9
2006,ERI,MLE,20.9
2007,ERI,MLE,20.9
1980,EST,MLE,24.6
1994,EST,MLE,24.8
1995,EST,MLE,24.8
1996,EST,MLE,24.9
1997,EST,MLE,24.9
1982,ETH,MLE,19.4
1983,ETH,MLE,19.5
1984,ETH,MLE,19.5
1985,ETH,MLE,19.5
1980,AFG,MLE,21.4
1994,AFG,MLE,21
1995,AFG,MLE,20.9
1996,AFG,MLE,20.8
1997,AFG,MLE,20.8
1982,ALB,MLE,25
1983,ALB,MLE,25
1984,ALB,MLE,25.1
1985,ALB,MLE,25.1
1986,ALB,MLE,25.1
1999,ALB,MLE,25.4
2000,ALB,MLE,25.5
2001,ALB,MLE,25.7
2002,ALB,MLE,25.8
1988,DZA,MLE,22.9
1989,DZA,MLE,22.9
1990,DZA,MLE,23
1991,DZA,MLE,23.1
2005,DZA,MLE,24.3
2006,DZA,MLE,24.4
2007,DZA,MLE,24.5
1980,AND,MLE,25.7
1993,AND,MLE,26.3
1994,AND,MLE,26.3
1995,AND,MLE,26.4
1996,AND,MLE,26.5
1982,AGO,MLE,20.9
1983,AGO,MLE,20.9
1984,AGO,MLE,20.9
1985,AGO,MLE,20.9
1999,AGO,MLE,21.3
2000,AGO,MLE,21.4
2001,AGO,MLE,21.4
