num,locyrwntc,Location,year,Crop,WateringRegime,NapplicnQ,TOS,Cultivar,Zn,Fe,N,P,K,S,B,Ca,Mg,Mn,Cu,Yield,CorrYield,protein,LocYrCrL1L2L3WNTC,LocYrCrL1L2WNTC,LocYrCrWNTC,CropCO2,PairedFACEdata$Location,RRB,RRCa,RRCu,RRFe,RRK,RRMg,RRMn,RRN,RRP,RRP,RRS,RRZn,RRyield
42,Champaign__Illinois 2002 soybean 2 Dry Low 31/05/1998 Williams,Champaign__Illinois,2002,soybean,Dry,Low,31/05/1998,Williams,35.2,62.9,7,0.594,2,3240,43.7,0.211,0.204,25.9,12.5,,,,Champaign__Illinois 2002 soybean 2 24 15 Dry Low 31/05/1998 Williams,Champaign__Illinois 2002 soybean 2 24 Dry Low 31/05/1998 Williams,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Williams,soybean aCO2,Champaign__Illinois,0.988558352,1.052132701,1.008,1.146263911,0.995,1.004901961,1.115830116,0.948571429,0.944444444,0.944444444,0.941358025,0.988636364,
43,Champaign__Illinois 2002 soybean 3 Dry Low 31/05/1998 Clark,Champaign__Illinois,2002,soybean,Dry,Low,31/05/1998,Clark,39.6,79.3,6.93,0.558,2,3080,44.8,0.271,0.237,29.4,13.6,,,,Champaign__Illinois 2002 soybean 3 25 5 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 3 25 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Clark,soybean aCO2,Champaign__Illinois,0.881696429,1.158671587,1.102941176,0.9407314,1.025,0.962025316,0.891156463,0.982683983,1.146953405,1.146953405,1.012987013,1.085858586,
44,Champaign__Illinois 2002 soybean 3 Dry Low 31/05/1998 Dwight,Champaign__Illinois,2002,soybean,Dry,Low,31/05/1998,Dwight,37.9,68.9,6.62,0.546,1.86,3060,42.7,0.332,0.247,33.3,13.2,,,,Champaign__Illinois 2002 soybean 3 25 4 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 3 25 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Dwight,soybean aCO2,Champaign__Illinois,1.044496487,1.084337349,1.121212121,0.994194485,1.080645161,0.963562753,0.861861862,0.954682779,1.179487179,1.179487179,0.996732026,1.073878628,
45,Champaign__Illinois 2002 soybean 3 Dry Low 31/05/1998 Flyer,Champaign__Illinois,2002,soybean,Dry,Low,31/05/1998,Flyer,34.3,74.9,6.92,0.465,1.89,3140,37.9,0.257,0.196,28.6,11.3,,,,Champaign__Illinois 2002 soybean 3 25 7 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 3 25 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Flyer,soybean aCO2,Champaign__Illinois,1.005277045,0.941634241,1.123893805,0.85046729,1.058201058,1.051020408,0.751748252,0.963872832,1.32688172,1.32688172,1.063694268,1.058309038,
46,Champaign__Illinois 2002 soybean 3 Dry Low 31/05/1998 Loda,Champaign__Illinois,2002,soybean,Dry,Low,31/05/1998,Loda,41.6,83,6.33,0.537,1.88,3160,38.6,0.289,0.236,31.3,14,,,,Champaign__Illinois 2002 soybean 3 25 3 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 3 25 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Loda,soybean aCO2,Champaign__Illinois,0.950777202,0.968858131,1.092857143,0.910843373,1.053191489,1.004237288,0.757188498,0.969984202,1.176908752,1.176908752,0.962025316,0.954326923,
47,Champaign__Illinois 2002 soybean 3 Dry Low 31/05/1998 Pana,Champaign__Illinois,2002,soybean,Dry,Low,31/05/1998,Pana,41.1,77.3,6.14,0.527,1.83,2880,42.8,0.354,0.227,34.5,15.3,,,,Champaign__Illinois 2002 soybean 3 25 19 Dry Low 31/05/1998 Pana,Champaign__Illinois 2002 soybean 3 25 Dry Low 31/05/1998 Pana,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Pana,soybean aCO2,Champaign__Illinois,0.962616822,0.983050847,1.019607843,0.883570505,1.071038251,0.995594714,0.750724638,0.982084691,1.235294118,1.235294118,0.996527778,1.02189781,
48,Champaign__Illinois 2002 soybean 3 Dry Low 31/05/1998 Spencer,Champaign__Illinois,2002,soybean,Dry,Low,31/05/1998,Spencer,33.7,78.5,6.71,0.488,1.95,3140,39.6,0.221,0.216,31.1,11.9,,,,Champaign__Illinois 2002 soybean 3 25 9 Dry Low 31/05/1998 Spencer,Champaign__Illinois 2002 soybean 3 25 Dry Low 31/05/1998 Spencer,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Spencer,soybean aCO2,Champaign__Illinois,0.97979798,0.868778281,1.142857143,0.905732484,1.117948718,1.009259259,0.810289389,0.97466468,1.325819672,1.325819672,0.968152866,1.080118694,
49,Champaign__Illinois 2002 soybean 3 Dry Low 31/05/1998 Williams,Champaign__Illinois,2002,soybean,Dry,Low,31/05/1998,Williams,34.3,75.7,6.74,0.491,1.93,3200,42.2,0.23,0.208,28.1,12.4,,,,Champaign__Illinois 2002 soybean 3 25 13 Dry Low 31/05/1998 Williams,Champaign__Illinois 2002 soybean 3 25 Dry Low 31/05/1998 Williams,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Williams,soybean aCO2,Champaign__Illinois,0.890995261,0.87826087,1.032258065,0.92338177,1.015544041,0.961538462,0.822064057,0.995548961,1.120162933,1.120162933,0.90625,0.967930029,
50,Champaign__Illinois 2002 soybean 4 Dry Low 31/05/1998 Clark,Champaign__Illinois,2002,soybean,Dry,Low,31/05/1998,Clark,43.7,72.4,6.48,0.604,2.02,3140,47.4,0.314,0.223,26.2,14.5,,,,Champaign__Illinois 2002 soybean 4 32 15 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean 4 32 Dry Low 31/05/1998 Clark,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Clark,soybean aCO2,Champaign__Illinois,0.928270042,0.917197452,0.772413793,1.01519337,1.004950495,0.99103139,1.351145038,0.987654321,0.958609272,0.958609272,0.968152866,0.821510297,
51,Champaign__Illinois 2002 soybean 4 Dry Low 31/05/1998 Dwight,Champaign__Illinois,2002,soybean,Dry,Low,31/05/1998,Dwight,45.3,73.4,5.74,0.627,1.89,2940,45.3,0.43,0.242,29.9,30.4,,,,Champaign__Illinois 2002 soybean 4 32 14 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean 4 32 Dry Low 31/05/1998 Dwight,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Dwight,soybean aCO2,Champaign__Illinois,0.938189845,0.755813953,0.414473684,0.982288828,1.047619048,0.987603306,1.160535117,1.087108014,0.987240829,0.987240829,1.037414966,0.790286976,
52,Champaign__Illinois 2002 soybean 4 Dry Low 31/05/1998 Flyer,Champaign__Illinois,2002,soybean,Dry,Low,31/05/1998,Flyer,37.8,66,6.85,0.605,1.93,3370,42.5,0.273,0.199,24.7,12.9,,,,Champaign__Illinois 2002 soybean 4 32 20 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean 4 32 Dry Low 31/05/1998 Flyer,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Flyer,soybean aCO2,Champaign__Illinois,0.938823529,0.945054945,0.720930233,1.046969697,0.989637306,1,1.024291498,0.969343066,0.947107438,0.947107438,0.949554896,0.814814815,
53,Champaign__Illinois 2002 soybean 4 Dry Low 31/05/1998 Loda,Champaign__Illinois,2002,soybean,Dry,Low,31/05/1998,Loda,42.3,80.1,6.18,0.631,1.87,3110,37.5,0.309,0.232,26,14.3,,,,Champaign__Illinois 2002 soybean 4 32 16 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean 4 32 Dry Low 31/05/1998 Loda,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Loda,soybean aCO2,Champaign__Illinois,0.965333333,0.896440129,0.888111888,0.982521848,1.058823529,1.025862069,1.226923077,1.012944984,1.004754358,1.004754358,0.993569132,0.872340426,
54,Champaign__Illinois 2002 soybean 4 Dry Low 31/05/1998 Pana,Champaign__Illinois,2002,soybean,Dry,Low,31/05/1998,Pana,41.6,72.5,5.84,0.624,1.84,2770,41.1,0.358,0.23,27.1,14.6,,,,Champaign__Illinois 2002 soybean 4 32 9 Dry Low 31/05/1998 Pana,Champaign__Illinois 2002 soybean 4 32 Dry Low 31/05/1998 Pana,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Pana,soybean aCO2,Champaign__Illinois,0.944038929,0.924581006,0.794520548,1.068965517,1.032608696,0.982608696,1.232472325,1.053082192,0.927884615,0.927884615,1.036101083,0.805288462,
55,Champaign__Illinois 2002 soybean 4 Dry Low 31/05/1998 Spencer,Champaign__Illinois,2002,soybean,Dry,Low,31/05/1998,Spencer,37.6,73,6.61,0.597,2.01,3130,41.4,0.217,0.212,26.6,13.2,,,,Champaign__Illinois 2002 soybean 4 32 19 Dry Low 31/05/1998 Spencer,Champaign__Illinois 2002 soybean 4 32 Dry Low 31/05/1998 Spencer,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Spencer,soybean aCO2,Champaign__Illinois,1,1.004608295,0.704545455,0.978082192,1.014925373,1.018867925,1.203007519,0.974281392,0.944723618,0.944723618,0.945686901,0.819148936,
56,Champaign__Illinois 2002 soybean 4 Dry Low 31/05/1998 Williams,Champaign__Illinois,2002,soybean,Dry,Low,31/05/1998,Williams,34.4,66.8,6.59,0.507,1.84,3070,45.9,0.262,0.197,24.7,12.2,,,,Champaign__Illinois 2002 soybean 4 32 6 Dry Low 31/05/1998 Williams,Champaign__Illinois 2002 soybean 4 32 Dry Low 31/05/1998 Williams,Champaign__Illinois 2002 soybean Dry Low 31/05/1998 Williams,soybean aCO2,Champaign__Illinois,0.941176471,0.866412214,0.836065574,1.109281437,1.081521739,1.040609137,1.20242915,0.975720789,1.063116371,1.063116371,0.996742671,0.875,
57,Champaign__Illinois 2004 soybean 1 Dry Low 27/05/2000 Dwight,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Dwight,36.3,78.6,5.96,0.535,1.86,2980,44.7,0.337,0.235,28.8,14.9,,,,Champaign__Illinois 2004 soybean 1 17 5 Dry Low 27/05/2000 Dwight,Champaign__Illinois 2004 soybean 1 17 Dry Low 27/05/2000 Dwight,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Dwight,soybean aCO2,Champaign__Illinois,0.984340045,0.863501484,0.953020134,0.880407125,0.97311828,0.914893617,0.940972222,1.07885906,1.022429907,1.022429907,0.996644295,0.972451791,
58,Champaign__Illinois 2004 soybean 1 Dry Low 27/05/2000 Flyer,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Flyer,34.5,74.4,6.37,0.527,1.89,3320,42.2,0.248,0.207,23.5,12.9,,,,Champaign__Illinois 2004 soybean 1 17 10 Dry Low 27/05/2000 Flyer,Champaign__Illinois 2004 soybean 1 17 Dry Low 27/05/2000 Flyer,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Flyer,soybean aCO2,Champaign__Illinois,0.985781991,0.967741935,1.015503876,0.931451613,0.968253968,0.937198068,0.944680851,1.037676609,1.041745731,1.041745731,0.993975904,0.997101449,
59,Champaign__Illinois 2004 soybean 1 Dry Low 27/05/2000 Loda,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Loda,39.7,83.7,6.2,0.565,1.9,3170,39.5,0.261,0.24,27.3,15.6,,,,Champaign__Illinois 2004 soybean 1 17 6 Dry Low 27/05/2000 Loda,Champaign__Illinois 2004 soybean 1 17 Dry Low 27/05/2000 Loda,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Loda,soybean aCO2,Champaign__Illinois,0.888607595,0.850574713,0.903846154,0.924731183,0.915789474,0.904166667,0.871794872,1.032258065,1.014159292,1.014159292,0.958990536,0.919395466,
60,Champaign__Illinois 2004 soybean 1 Dry Low 27/05/2000 Pana,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Pana,40,82.7,6.02,0.526,1.79,3050,45.5,0.326,0.235,26.2,15.6,,,,Champaign__Illinois 2004 soybean 1 17 16 Dry Low 27/05/2000 Pana,Champaign__Illinois 2004 soybean 1 17 Dry Low 27/05/2000 Pana,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Pana,soybean aCO2,Champaign__Illinois,0.96043956,1.076687117,1.096153846,0.949214027,0.972067039,0.991489362,0.93129771,1.044850498,1.104562738,1.104562738,1.026229508,1.02,
61,Champaign__Illinois 2004 soybean 1 Dry Low 27/05/2000 Spencer,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Spencer,36.4,73.8,6.53,0.549,1.97,3260,47.7,0.195,0.219,24,13.5,,,,Champaign__Illinois 2004 soybean 1 17 11 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 1 17 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Spencer,soybean aCO2,Champaign__Illinois,0.922431866,0.912820513,0.97037037,0.936314363,1.010152284,0.899543379,0.983333333,1.035222052,1.10564663,1.10564663,0.920245399,1.142857143,
62,Champaign__Illinois 2004 soybean 1 Dry Low 27/05/2000 Williams,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Williams,37.8,79.7,6.03,0.567,1.94,3140,47.6,0.266,0.21,26,13.8,,,,Champaign__Illinois 2004 soybean 1 17 22 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean 1 17 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Williams,soybean aCO2,Champaign__Illinois,0.857142857,0.898496241,0.971014493,0.849435383,0.927835052,0.942857143,0.846153846,1.069651741,1.012345679,1.012345679,0.974522293,0.992063492,
63,Champaign__Illinois 2004 soybean 2 Dry Low 27/05/2000 Clark,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Clark,35.1,74.4,6.13,0.531,1.82,2850,43.9,0.289,0.222,24.7,14.3,,,,Champaign__Illinois 2004 soybean 2 24 4 Dry Low 27/05/2000 Clark,Champaign__Illinois 2004 soybean 2 24 Dry Low 27/05/2000 Clark,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Clark,soybean aCO2,Champaign__Illinois,0.943052392,0.899653979,0.916083916,0.891129032,1.021978022,0.936936937,0.995951417,1.066884176,0.951035782,0.951035782,1.021052632,1.03988604,
64,Champaign__Illinois 2004 soybean 2 Dry Low 27/05/2000 Dwight,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Dwight,38.7,72.8,6,0.587,1.92,3010,43.7,0.289,0.227,25.5,15.2,,,,Champaign__Illinois 2004 soybean 2 24 22 Dry Low 27/05/2000 Dwight,Champaign__Illinois 2004 soybean 2 24 Dry Low 27/05/2000 Dwight,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Dwight,soybean aCO2,Champaign__Illinois,0.961098398,0.920415225,0.901315789,1.049450549,0.989583333,0.929515419,1.145098039,1.036666667,0.802385009,0.802385009,0.953488372,0.870801034,
65,Champaign__Illinois 2004 soybean 2 Dry Low 27/05/2000 Flyer,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Flyer,37.3,70.6,6.73,0.554,1.75,3370,40.6,0.255,0.199,21.1,14.1,,,,Champaign__Illinois 2004 soybean 2 24 7 Dry Low 27/05/2000 Flyer,Champaign__Illinois 2004 soybean 2 24 Dry Low 27/05/2000 Flyer,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Flyer,soybean aCO2,Champaign__Illinois,0.933497537,0.898039216,0.893617021,1.063739377,1.062857143,1.010050251,1.194312796,1.014858841,0.897111913,0.897111913,0.964391691,0.90080429,
66,Champaign__Illinois 2004 soybean 2 Dry Low 27/05/2000 Loda,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Loda,38.4,80.6,6.22,0.627,1.87,3070,37.9,0.231,0.228,22.3,14.8,,,,Champaign__Illinois 2004 soybean 2 24 17 Dry Low 27/05/2000 Loda,Champaign__Illinois 2004 soybean 2 24 Dry Low 27/05/2000 Loda,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Loda,soybean aCO2,Champaign__Illinois,0.905013193,0.887445887,0.898648649,0.930521092,0.967914439,0.942982456,1.161434978,1.045016077,0.851674641,0.851674641,1.013029316,0.8828125,
67,Champaign__Illinois 2004 soybean 2 Dry Low 27/05/2000 Pana,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Pana,43.5,80.4,6.06,0.641,1.8,3170,45.2,0.359,0.236,24.4,17.3,,,,Champaign__Illinois 2004 soybean 2 24 5 Dry Low 27/05/2000 Pana,Champaign__Illinois 2004 soybean 2 24 Dry Low 27/05/2000 Pana,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Pana,soybean aCO2,Champaign__Illinois,0.915929204,0.913649025,0.803468208,0.996268657,0.938888889,0.927966102,1.147540984,1.051155116,0.717628705,0.717628705,0.952681388,0.843678161,
68,Champaign__Illinois 2004 soybean 2 Dry Low 27/05/2000 Spencer,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Spencer,40,71.3,6.74,0.59,1.83,3210,45.4,0.22,0.214,22.9,14,,,,Champaign__Illinois 2004 soybean 2 24 9 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 2 24 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Spencer,soybean aCO2,Champaign__Illinois,0.914096916,0.845454545,0.864285714,0.978962132,1.021857923,0.96728972,1.152838428,1.005934718,0.894915254,0.894915254,0.956386293,0.93,
69,Champaign__Illinois 2004 soybean 2 Dry Low 27/05/2000 Williams,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Williams,38.7,75.1,6.52,0.573,1.84,3180,44.4,0.24,0.201,22,14.6,,,,Champaign__Illinois 2004 soybean 2 24 15 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean 2 24 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Williams,soybean aCO2,Champaign__Illinois,0.898648649,0.979166667,0.869863014,0.872170439,0.994565217,0.925373134,1.090909091,0.97392638,0.792321117,0.792321117,0.937106918,0.878552972,
70,Champaign__Illinois 2004 soybean 3 Dry Low 27/05/2000 Clark,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Clark,38,73.1,6.53,0.505,1.97,3240,43.4,0.268,0.222,29.9,14.3,,,,Champaign__Illinois 2004 soybean 3 25 15 Dry Low 27/05/2000 Clark,Champaign__Illinois 2004 soybean 3 25 Dry Low 27/05/2000 Clark,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Clark,soybean aCO2,Champaign__Illinois,0.926267281,0.985074627,1.027972028,0.916552668,0.989847716,0.945945946,0.782608696,0.990811639,1.100990099,1.100990099,0.959876543,0.992105263,
71,Champaign__Illinois 2004 soybean 3 Dry Low 27/05/2000 Dwight,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Dwight,32.5,74.2,6.17,0.435,1.88,2980,39.2,0.291,0.216,31.7,13.6,,,,Champaign__Illinois 2004 soybean 3 25 5 Dry Low 27/05/2000 Dwight,Champaign__Illinois 2004 soybean 3 25 Dry Low 27/05/2000 Dwight,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Dwight,soybean aCO2,Champaign__Illinois,1.076530612,0.986254296,1.022058824,0.911051213,0.968085106,0.99537037,0.848580442,1.008103728,1.310344828,1.310344828,0.979865772,1.163076923,
72,Champaign__Illinois 2004 soybean 3 Dry Low 27/05/2000 Flyer,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Flyer,34.4,72.2,6.68,0.46,1.77,3310,40.3,0.246,0.191,25.3,11.8,,,,Champaign__Illinois 2004 soybean 3 25 10 Dry Low 27/05/2000 Flyer,Champaign__Illinois 2004 soybean 3 25 Dry Low 27/05/2000 Flyer,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Flyer,soybean aCO2,Champaign__Illinois,0.972704715,0.951219512,1.06779661,0.991689751,1.039548023,1.062827225,0.849802372,0.973053892,1.267391304,1.267391304,0.978851964,1.005813953,
73,Champaign__Illinois 2004 soybean 3 Dry Low 27/05/2000 Loda,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Loda,36.1,83.7,6.31,0.486,1.85,3180,35.7,0.222,0.232,28.5,13.8,,,,Champaign__Illinois 2004 soybean 3 25 6 Dry Low 27/05/2000 Loda,Champaign__Illinois 2004 soybean 3 25 Dry Low 27/05/2000 Loda,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Loda,soybean aCO2,Champaign__Illinois,0.957983193,1.004504505,1,0.935483871,1,0.974137931,0.789473684,0.984152139,1.242798354,1.242798354,0.968553459,0.988919668,
74,Champaign__Illinois 2004 soybean 3 Dry Low 27/05/2000 Pana,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Pana,40.2,81.9,6.4,0.488,1.72,3110,43.4,0.337,0.235,31.5,14.8,,,,Champaign__Illinois 2004 soybean 3 25 12 Dry Low 27/05/2000 Pana,Champaign__Illinois 2004 soybean 3 25 Dry Low 27/05/2000 Pana,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Pana,soybean aCO2,Champaign__Illinois,0.960829493,1.005934718,1.108108108,0.995115995,1.069767442,1.012765957,0.774603175,0.9484375,1.24795082,1.24795082,0.977491961,1.029850746,
75,Champaign__Illinois 2004 soybean 3 Dry Low 27/05/2000 Spencer,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Spencer,38.4,77.2,6.7,0.487,1.91,3210,43.7,0.183,0.211,26.8,12.9,,,,Champaign__Illinois 2004 soybean 3 25 13 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 3 25 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Spencer,soybean aCO2,Champaign__Illinois,0.942791762,1.054644809,1.054263566,0.915803109,1.015706806,0.976303318,0.843283582,0.929850746,1.260780287,1.260780287,0.962616822,0.9921875,
76,Champaign__Illinois 2004 soybean 3 Dry Low 27/05/2000 Williams,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Williams,34.7,71.9,6.44,0.457,1.89,3130,42.3,0.237,0.198,28,13.6,,,,Champaign__Illinois 2004 soybean 3 25 22 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean 3 25 Dry Low 27/05/2000 Williams,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Williams,soybean aCO2,Champaign__Illinois,1.035460993,0.902953586,1.044117647,0.972183588,1.015873016,0.97979798,0.760714286,0.953416149,1.334792123,1.334792123,0.968051118,1.086455331,
77,Champaign__Illinois 2004 soybean 4 Dry Low 27/05/2000 Dwight,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Dwight,40.5,73.5,5.53,0.625,1.99,2930,43.8,0.323,0.236,28.7,15.8,,,,Champaign__Illinois 2004 soybean 4 32 21 Dry Low 27/05/2000 Dwight,Champaign__Illinois 2004 soybean 4 32 Dry Low 27/05/2000 Dwight,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Dwight,soybean aCO2,Champaign__Illinois,0.99543379,0.888544892,0.860759494,1.036734694,0.954773869,0.944915254,1.139372822,1.115732369,0.8736,0.8736,1,0.827160494,
78,Champaign__Illinois 2004 soybean 4 Dry Low 27/05/2000 Loda,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Loda,41.9,83.9,5.87,0.654,1.91,3130,37.2,0.262,0.239,25.6,16.7,,,,Champaign__Illinois 2004 soybean 4 32 19 Dry Low 27/05/2000 Loda,Champaign__Illinois 2004 soybean 4 32 Dry Low 27/05/2000 Loda,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Loda,soybean aCO2,Champaign__Illinois,1.005376344,0.870229008,0.850299401,1.066746126,1,0.987447699,1.11328125,1.049403748,0.970948012,0.970948012,0.984025559,0.875894988,
79,Champaign__Illinois 2004 soybean 4 Dry Low 27/05/2000 Pana,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Pana,46.6,83.8,5.8,0.661,1.83,3020,47.8,0.371,0.246,25.1,18.3,,,,Champaign__Illinois 2004 soybean 4 32 7 Dry Low 27/05/2000 Pana,Champaign__Illinois 2004 soybean 4 32 Dry Low 27/05/2000 Pana,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Pana,soybean aCO2,Champaign__Illinois,0.864016736,0.878706199,0.726775956,0.947494033,0.950819672,0.930894309,1.171314741,1.065517241,0.801815431,0.801815431,0.960264901,0.785407725,
80,Champaign__Illinois 2004 soybean 4 Dry Low 27/05/2000 Spencer,Champaign__Illinois,2004,soybean,Dry,Low,27/05/2000,Spencer,42.5,68.6,5.93,0.643,2.05,3090,43.2,0.255,0.205,24.9,15.6,,,,Champaign__Illinois 2004 soybean 4 32 3 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean 4 32 Dry Low 27/05/2000 Spencer,Champaign__Illinois 2004 soybean Dry Low 27/05/2000 Spencer,soybean aCO2,Champaign__Illinois,0.967592593,0.792156863,0.801282051,1.064139942,0.970731707,1.068292683,1.156626506,1.107925801,0.99533437,0.99533437,1.003236246,0.872941176,
81,Champaign__Illinois 2006 soybean 1 Dry Low 24/05/2002 Pana,Champaign__Illinois,2006,soybean,Dry,Low,24/05/2002,Pana,38.8,74.5,6.13,0.645,1.85,3030,43.4,0.289,0.24,27.1,14.9,,,,Champaign__Illinois 2006 soybean 1 17 9 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 1 17 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean Dry Low 24/05/2002 Pana,soybean aCO2,Champaign__Illinois,0.993087558,0.965397924,0.939597315,0.938255034,1.010810811,0.9375,0.804428044,0.990212072,0.948837209,0.948837209,0.907590759,0.99742268,
82,Champaign__Illinois 2006 soybean 2 Dry Low 24/05/2002 Pana,Champaign__Illinois,2006,soybean,Dry,Low,24/05/2002,Pana,42,71.4,6.44,0.644,1.84,2940,45.6,0.343,0.244,23.5,15.6,,,,Champaign__Illinois 2006 soybean 2 24 5 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 2 24 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean Dry Low 24/05/2002 Pana,soybean aCO2,Champaign__Illinois,0.925438596,0.816326531,0.961538462,1.019607843,1.054347826,0.967213115,1.085106383,0.958074534,0.953416149,0.953416149,0.996598639,0.933333333,
83,Champaign__Illinois 2006 soybean 3 Dry Low 24/05/2002 Pana,Champaign__Illinois,2006,soybean,Dry,Low,24/05/2002,Pana,39.8,72.1,6.39,0.529,1.8,2910,41.4,0.316,0.233,27.7,15,,,,Champaign__Illinois 2006 soybean 3 25 10 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean 3 25 Dry Low 24/05/2002 Pana,Champaign__Illinois 2006 soybean Dry Low 24/05/2002 Pana,soybean aCO2,Champaign__Illinois,1.026570048,0.905063291,1,1.002773925,1.116666667,1.030042918,0.85198556,0.965571205,1.241965974,1.241965974,1.013745704,1.040201005,
